V,D,M_name,M_weight,phi_ECMP_ASP,phi_MP_APST4,phi_IT,phi_MD_IT,phi_MD_MP_APST4,phi_MP_APST4_uniform,phi_MP_APST4_shift_1,phi_MP_APST4_halfshift
36,5,shift_80,0.009345794392523364,1.25,3.875000000000001,3.4408602714538574,3.3333332538604736,3.8334707337180327,1.25,1.1111111111111112,1.1111111111111112
36,5,shift_81,0.009345794392523364,1.1111111111111114,3.827160493827162,3.1372509002685547,3.3333287239074707,3.8271604938271633,1.1111111111111114,1.1111111111111114,1.1111111111111114
36,5,shift_82,0.009345794392523364,1.1111111111111112,3.841463414634146,3.428567886352539,3.2989649772644043,3.801089918256133,1.0,1.0,1.0
36,5,shift_83,0.009345794392523364,1.1111111111111112,3.795180722891567,3.3802783489227295,3.1893649101257324,3.775372124492572,0.9090909090909091,0.9090909090909091,0.9090909090909091
36,5,shift_84,0.009345794392523364,1.1111111111111114,3.7499999999999996,3.298964738845825,3.062197208404541,3.7500000000000036,0.8333333333333335,0.8333333333333335,0.8333333333333335
36,5,shift_85,0.009345794392523364,1.2,3.913043478260869,3.428570508956909,3.276451349258423,3.8685907276634928,0.9172259507829991,0.9090909090909092,0.9090909090909092
36,5,shift_86,0.009345794392523364,1.1538461538461542,4.090909090909092,3.3566410541534424,3.333331823348999,3.9949270767279597,1.019900497512437,1.0000000000000002,1.0000000000000002
36,5,shift_87,0.009345794392523364,1.1111111111111114,4.129793510324484,3.2820467948913574,3.333329200744629,4.129793510324474,1.1111111111111114,1.1111111111111114,1.1111111111111114
36,5,shift_88,0.009345794392523364,1.25,4.090909090909093,3.529411554336548,3.3333332538604736,4.0325413857178525,1.25,1.1111111111111112,1.1111111111111112
36,5,shift_89,0.009345794392523364,1.4285714285714282,4.044943820224719,3.4782650470733643,3.2989723682403564,3.939764242721244,1.4285714285714282,1.1111111111111112,1.1111111111111112
36,5,shift_90,0.009345794392523364,1.6666666666666667,3.8511601584606674,3.3333308696746826,3.1372525691986084,3.851160158460683,1.6666666666666667,1.1111111111111112,1.1111111111111112
36,5,shift_91,0.009345794392523364,1.4285714285714282,3.9560439560439558,3.5555598735809326,3.2000038623809814,3.7163757100348707,1.4285714285714282,1.1111111111111112,1.1111111111111112
36,5,shift_92,0.009345794392523364,1.176470588235294,3.9130434782608696,3.5164825916290283,3.0331742763519287,3.5907067157005175,1.25,1.1111111111111112,1.1111111111111112
36,5,shift_93,0.009345794392523364,0.9523809523809524,3.4459459459459456,3.137254476547241,2.8828816413879395,3.3941051352172624,1.1111111111111112,1.1111111111111112,1.1111111111111112
36,5,shift_94,0.009345794392523364,1.111111111111111,3.829787234042553,3.3333306312561035,3.091784715652466,3.560852932842165,1.0,0.9090909090909091,0.9090909090909091
36,5,shift_95,0.009345794392523364,0.9523809523809524,3.789473684210528,3.380280017852783,3.2323219776153564,3.652979651162791,0.9090909090909092,0.7692307692307693,0.7692307692307693
36,5,shift_96,0.009345794392523364,0.8333333333333334,3.75,3.404252767562866,3.2487285137176514,3.75,0.8333333333333334,0.6666666666666666,0.6666666666666666
36,5,shift_97,0.009345794392523364,1.1111111111111112,4.090909090909091,3.7354040145874023,3.459455966949463,3.993714762963307,0.9297052154195069,0.7692307692307692,0.7692307692307692
36,5,shift_98,0.009345794392523364,1.25,4.5,3.855421781539917,3.5036494731903076,4.271309761943258,1.025,0.8333333333333334,0.8333333333333334
36,5,shift_99,0.009345794392523364,1.1111111111111114,4.592933947772658,4.102558612823486,3.333329200744629,4.590377581151205,1.1111111111111114,0.8333333333333335,0.8333333333333335
36,5,shift_100,0.009345794392523364,1.25,5.511363636363637,4.507042407989502,3.855421781539917,4.94887127614618,1.25,0.9090909090909092,0.9090909090909092
36,5,shift_101,0.009345794392523364,1.4285714285714282,6.205533596837948,4.6376848220825195,3.8095273971557617,5.368102804601953,1.4285714285714282,1.0,1.0
36,5,shift_102,0.009345794392523364,1.6666666666666667,5.785256410256411,5.079361438751221,3.3862409591674805,5.686648253866603,1.6666666666666667,1.1111111111111112,1.1111111111111112
36,5,shift_103,0.009345794392523364,1.6666666666666663,6.724960254372022,5.423723220825195,4.102560997009277,5.868994058784907,1.6666666666666663,1.1111111111111112,1.1111111111111112
36,5,shift_104,0.009345794392523364,1.6666666666666663,6.8168279970215915,5.818176746368408,4.776116847991943,5.873057171784175,1.6666666666666663,1.1111111111111112,1.1111111111111112
36,5,shift_105,0.009345794392523364,1.6666666666666667,5.889724310776943,5.765761375427246,4.444441318511963,5.877125914478794,1.6666666666666667,1.1111111111111112,1.1111111111111112
36,5,shift_106,0.009345794392523364,2.5,8.834586466165414,8.648648262023926,6.666666507720947,8.81568887171819,2.5,1.6666666666666667,1.6666666666666667
36,5,shift_107,0.009345794392523364,5.0,10.0,10.0,10.0,10.0,5.0,3.3333333333333335,3.3333333333333335
